gap_type,priority_score,target_playlist_name,target_playlist_url,target_playlist_type,songbook_id,target_genre,target_sutra,track_id,track_title,sc_url,ep_title,ep_url,play_count,like_count,engagement_rate,sutra,primary_genre,secondary_genre,current_playlist_count,current_playlists,match_reason
genre_all,2189,INDIEsutra,https://soundcloud.com/bananasutra/sets/indiesutra-2,genre (all),,INDIE,,2208202442,Side B [03] Arrogant Hearts - BLOWsutra Indie Cello MANTRA,https://soundcloud.com/bananasutra/side-b-03-arrogant-hearts-blowsutra-indie-cello-mantra-6,Second Hand Smoke (of) Arrogant Hearts - BLOWsutra EGO Therapy EPx6,https://soundcloud.com/bananasutra/sets/second-hand-smoke-of-arrogant-hearts-blowsutra-ego-therapy-epx6,2189,22,1.005025,BLOWsutra,MANTRA,INDIE,4,"BLOWsutra, BLOWsutra : EGO (gone loco), MANTRAsutra, MANTRAsutra (Best Of)",track genres include INDIE but missing from genre (all) playlist
genre_all,2178,DUBsutra,https://soundcloud.com/bananasutra/sets/dubsutra,genre (all),,DUB,,2266847465,[06] Question The Nation • BLOWsutra (Revolt Now) Gipsy Indie Trip Hop(e) Dub LOFI,https://soundcloud.com/bananasutra/06-question-the-nation-blowsutra-revolt-now-gipsy-indie-trip-hope-dub-lofi-6,Question the Nation • EPx10 • BLOWsutra Psychedelic Dub Revolution,https://soundcloud.com/bananasutra/sets/question-the-nation-blowsutra-psychedelic-revolution-epx10,2178,28,1.285583,BLOWsutra,LOFI,DUB,4,"BLOWsutra, BLOWsutra : REVOLT (now), LOFIsutra, LOFIsutra (Best Of)",track genres include DUB but missing from genre (all) playlist
genre_all,2147,JAZZsutra,https://soundcloud.com/bananasutra/sets/jazzsutra,genre (all),,JAZZ,,2084862303,"[03] Okey Dokey, No It's Not • Indie LOFIsutra",https://soundcloud.com/bananasutra/03-okey-dokey-no-its-not-indie-lofisutra-3,Okey Dokey · No It's Not Ξ EPx5 Ξ LOFIsutra,https://soundcloud.com/bananasutra/sets/okey-dokey-no-its-not-epx5-lofisutra,2147,23,1.071262,BLOWsutra,LOFI,JAZZ,3,"BLOWsutra, LOFIsutra, MANTRAsutra (Best Of)",track genres include JAZZ but missing from genre (all) playlist
genre_best_of,2147,LOFIsutra (Best Of),https://soundcloud.com/bananasutra/sets/lofisutra-best-of,genre (best of),G-00-LOFI,LOFI,,2084862303,"[03] Okey Dokey, No It's Not • Indie LOFIsutra",https://soundcloud.com/bananasutra/03-okey-dokey-no-its-not-indie-lofisutra-3,Okey Dokey · No It's Not Ξ EPx5 Ξ LOFIsutra,https://soundcloud.com/bananasutra/sets/okey-dokey-no-its-not-epx5-lofisutra,2147,23,1.071262,BLOWsutra,LOFI,JAZZ,3,"BLOWsutra, LOFIsutra, MANTRAsutra (Best Of)",primary genre LOFI + play≥300/like≥5 but missing from Best Of playlist
sutra_songbook,2147,BLOWsutra : APES (gone wrong),https://soundcloud.com/bananasutra/sets/blowsutra-apes-gone-wrong,sutra,G-02-APES,,BLOWsutra,2084862303,"[03] Okey Dokey, No It's Not • Indie LOFIsutra",https://soundcloud.com/bananasutra/03-okey-dokey-no-its-not-indie-lofisutra-3,Okey Dokey · No It's Not Ξ EPx5 Ξ LOFIsutra,https://soundcloud.com/bananasutra/sets/okey-dokey-no-its-not-epx5-lofisutra,2147,23,1.071262,BLOWsutra,LOFI,JAZZ,3,"BLOWsutra, LOFIsutra, MANTRAsutra (Best Of)",ep_sibling: 2 track(s) from same EP already in songbook
sutra_songbook,2142,BLOWsutra : MAxA Series,https://soundcloud.com/bananasutra/sets/blowsutra-maxa-series,sutra,G-02-MAXA,,BLOWsutra,2278406741,[02] Spit Back The Lies • BLOWsutra (Revolution Ring) Mama-b-c Psychedelic Cello Fusion INDIE,https://soundcloud.com/bananasutra/02-spit-back-the-lies-blowsutra-revolution-ring-mama-b-c-psychedelic-cello-fusion-indie-2,Spit Back The Lies • BLOWsutra (Revolution Ring) EPx20,https://soundcloud.com/bananasutra/sets/spit-back-the-lies-blowsutra-epx20,2142,7,0.326797,BLOWsutra,INDIE,PSYCHEDELIC,3,"BLOWsutra, INDIEsutra, INDIEsutra (Best Of)",theme: mama b c
sutra_songbook,2142,BLOWsutra : REVOLT (now),https://soundcloud.com/bananasutra/sets/blowsutra-revolt-now,sutra,G-02-REVO,,BLOWsutra,2278406741,[02] Spit Back The Lies • BLOWsutra (Revolution Ring) Mama-b-c Psychedelic Cello Fusion INDIE,https://soundcloud.com/bananasutra/02-spit-back-the-lies-blowsutra-revolution-ring-mama-b-c-psychedelic-cello-fusion-indie-2,Spit Back The Lies • BLOWsutra (Revolution Ring) EPx20,https://soundcloud.com/bananasutra/sets/spit-back-the-lies-blowsutra-epx20,2142,7,0.326797,BLOWsutra,INDIE,PSYCHEDELIC,3,"BLOWsutra, INDIEsutra, INDIEsutra (Best Of)","theme: revolution ring, spit back the lies; ep_sibling: 1 track(s) from same EP already in songbook"
genre_all,2140,FOLKsutra,https://soundcloud.com/bananasutra/sets/folksutra,genre (all),,FOLK,,2298680189,[09] Grifters • BLOWsutra Psychedelic Poetry Folk the Bridge DUB,https://soundcloud.com/bananasutra/09-grifters-blowsutra-psychedelic-poetry-folk-the-bridge-dub-9,Grifters • BLOWsutra (Apes Gone Wrong) EPx14,https://soundcloud.com/bananasutra/sets/grifters-blowsutra-epx14,2140,19,0.887850,BLOWsutra,DUB,FOLK,3,"BLOWsutra, DUBsutra, DUBsutra (Best Of)",track genres include FOLK but missing from genre (all) playlist
sutra_songbook,2140,BLOWsutra : APES (gone wrong),https://soundcloud.com/bananasutra/sets/blowsutra-apes-gone-wrong,sutra,G-02-APES,,BLOWsutra,2298680189,[09] Grifters • BLOWsutra Psychedelic Poetry Folk the Bridge DUB,https://soundcloud.com/bananasutra/09-grifters-blowsutra-psychedelic-poetry-folk-the-bridge-dub-9,Grifters • BLOWsutra (Apes Gone Wrong) EPx14,https://soundcloud.com/bananasutra/sets/grifters-blowsutra-epx14,2140,19,0.887850,BLOWsutra,DUB,FOLK,3,"BLOWsutra, DUBsutra, DUBsutra (Best Of)","theme: apes gone wrong, grifters, apes; ep_sibling: 1 track(s) from same EP already in songbook"
genre_all,2138,JAZZsutra,https://soundcloud.com/bananasutra/sets/jazzsutra,genre (all),,JAZZ,,1948327811,Le P'tit Jupiter • sutraFRENCH • indieJAZZZ Piano LOFI Soul :),https://soundcloud.com/bananasutra/sutrablow-french-piano-soul-le-ptit-jupiter,Le Système EP MIX X16 | Bluesy French Jazz,https://soundcloud.com/bananasutra/sets/le-systeme-de-macron-le-ptit-con,2138,18,0.841908,BLOWsutra,INDIE,JAZZ,6,"BLOWsutra, BLOWsutra : APES (gone wrong), FRENCHsutra oui oui · sacrebleu, INDIEsutra, INDIEsutra (Best Of), OUI OUI : Pardon (my French)",track genres include JAZZ but missing from genre (all) playlist
sutra_songbook,2138,BLOWsutra : CENSOR(ed),https://soundcloud.com/bananasutra/sets/blowsutra-censor-ed,sutra,G-02-CENS,,BLOWsutra,1948327811,Le P'tit Jupiter • sutraFRENCH • indieJAZZZ Piano LOFI Soul :),https://soundcloud.com/bananasutra/sutrablow-french-piano-soul-le-ptit-jupiter,Le Système EP MIX X16 | Bluesy French Jazz,https://soundcloud.com/bananasutra/sets/le-systeme-de-macron-le-ptit-con,2138,18,0.841908,BLOWsutra,INDIE,JAZZ,6,"BLOWsutra, BLOWsutra : APES (gone wrong), FRENCHsutra oui oui · sacrebleu, INDIEsutra, INDIEsutra (Best Of), OUI OUI : Pardon (my French)",ep_sibling: 1 track(s) from same EP already in songbook
genre_all,2126,FOLKsutra,https://soundcloud.com/bananasutra/sets/folksutra,genre (all),,FOLK,,2219108906,[05] Foolish Goldfish (Forever) • KNOWsutra Peace (Not War) Psychedelic Poetry Dubs The Bridge DUB,https://soundcloud.com/bananasutra/05-foolish-goldfish-forever-knowsutra-peace-not-war-psychedelic-poetry-dubs-the-bridge-dub-5,Foolish Goldfish (Forever) ❃ Vol. 02 EPx15 ❃ KNOWsutra Peace (Not War),https://soundcloud.com/bananasutra/sets/foolish-goldfish-forever-vol-02-epx15-knowsutra-peace-not-war,2126,9,0.423330,KNOWsutra,DUB,FOLK,3,"DUBsutra, DUBsutra (Best Of), KNOWsutra : PEACE (not War)",track genres include FOLK but missing from genre (all) playlist
sutra_all,2126,KNOWsutra where questions matter,https://soundcloud.com/bananasutra/sets/sutraknow,sutra (all),,,KNOWsutra,2219108906,[05] Foolish Goldfish (Forever) • KNOWsutra Peace (Not War) Psychedelic Poetry Dubs The Bridge DUB,https://soundcloud.com/bananasutra/05-foolish-goldfish-forever-knowsutra-peace-not-war-psychedelic-poetry-dubs-the-bridge-dub-5,Foolish Goldfish (Forever) ❃ Vol. 02 EPx15 ❃ KNOWsutra Peace (Not War),https://soundcloud.com/bananasutra/sets/foolish-goldfish-forever-vol-02-epx15-knowsutra-peace-not-war,2126,9,0.423330,KNOWsutra,DUB,FOLK,3,"DUBsutra, DUBsutra (Best Of), KNOWsutra : PEACE (not War)",track sutra=KNOWsutra but missing from sutra (all) playlist
genre_all,2125,FOLKsutra,https://soundcloud.com/bananasutra/sets/folksutra,genre (all),,FOLK,,2324511035,[13] Camus Dit Oui • FLOWsutra (Fly Like Water) French Poetry Bridges the DUB,https://soundcloud.com/bananasutra/13-camus-dit-oui-flowsutra-fly-like-water-french-poetry-bridges-the-dub-13,Camus Dit Oui • French GROWsutra Indie Jazz LoFi Dub EPx13,https://soundcloud.com/bananasutra/sets/camus-dit-oui-growsutra-epx13,2125,25,1.176471,GROWsutra,DUB,FOLK,4,"DUBsutra, DUBsutra (Best Of), FRENCHsutra oui oui · sacrebleu, GROWsutra where we be brave",track genres include FOLK but missing from genre (all) playlist
sutra_songbook,2125,FLOWsutra : FLY (like water),https://soundcloud.com/bananasutra/sets/flowsutra-fly-like-water,sutra,G-05-FLY,,FLOWsutra,2324511035,[13] Camus Dit Oui • FLOWsutra (Fly Like Water) French Poetry Bridges the DUB,https://soundcloud.com/bananasutra/13-camus-dit-oui-flowsutra-fly-like-water-french-poetry-bridges-the-dub-13,Camus Dit Oui • French GROWsutra Indie Jazz LoFi Dub EPx13,https://soundcloud.com/bananasutra/sets/camus-dit-oui-growsutra-epx13,2125,25,1.176471,GROWsutra,DUB,FOLK,4,"DUBsutra, DUBsutra (Best Of), FRENCHsutra oui oui · sacrebleu, GROWsutra where we be brave",theme: fly like water; ep_sibling: 1 track(s) from same EP already in songbook
sutra_songbook,2125,OUI OUI : Pardon (my French),https://soundcloud.com/bananasutra/sets/oui-oui-pardon-my-french,sutra,G-lang-FR,,,2324511035,[13] Camus Dit Oui • FLOWsutra (Fly Like Water) French Poetry Bridges the DUB,https://soundcloud.com/bananasutra/13-camus-dit-oui-flowsutra-fly-like-water-french-poetry-bridges-the-dub-13,Camus Dit Oui • French GROWsutra Indie Jazz LoFi Dub EPx13,https://soundcloud.com/bananasutra/sets/camus-dit-oui-growsutra-epx13,2125,25,1.176471,GROWsutra,DUB,FOLK,4,"DUBsutra, DUBsutra (Best Of), FRENCHsutra oui oui · sacrebleu, GROWsutra where we be brave",theme: french
genre_all,2110,FOLKsutra,https://soundcloud.com/bananasutra/sets/folksutra,genre (all),,FOLK,,2271618422,[07] Ego Ain't Your Amigo • BLOWsutra (Ego Gone Loco) Psychedelic Bridge Poetry Folk DUB,https://soundcloud.com/bananasutra/07-ego-aint-your-amigo-blowsutra-ego-gone-loco-psychedelic-bridge-poetry-folk-dub-7,Ego Ain't Your Amigo • Vol. 2 · EPx21 • BLOWsutra (Ego Gone Loco)  Dub LoFi Burlesque,https://soundcloud.com/bananasutra/sets/ego-aint-your-amigo-vol2-epx21-blowsutra-dub-lofi,2110,11,0.521327,BLOWsutra,DUB,FOLK,3,"BLOWsutra, DUBsutra, DUBsutra (Best Of)",track genres include FOLK but missing from genre (all) playlist
sutra_songbook,2110,BLOWsutra : EGO (gone loco),https://soundcloud.com/bananasutra/sets/knowsutra-ego-gone-loco,sutra,G-02-EGO,,BLOWsutra,2271618422,[07] Ego Ain't Your Amigo • BLOWsutra (Ego Gone Loco) Psychedelic Bridge Poetry Folk DUB,https://soundcloud.com/bananasutra/07-ego-aint-your-amigo-blowsutra-ego-gone-loco-psychedelic-bridge-poetry-folk-dub-7,Ego Ain't Your Amigo • Vol. 2 · EPx21 • BLOWsutra (Ego Gone Loco)  Dub LoFi Burlesque,https://soundcloud.com/bananasutra/sets/ego-aint-your-amigo-vol2-epx21-blowsutra-dub-lofi,2110,11,0.521327,BLOWsutra,DUB,FOLK,3,"BLOWsutra, DUBsutra, DUBsutra (Best Of)","theme: ego gone loco, ego ain t your amigo, loco; ep_sibling: 3 track(s) from same EP already in songbook"
genre_all,2099,MANTRAsutra,https://soundcloud.com/bananasutra/sets/mantrasutra,genre (all),,MANTRA,,2324114312,[09] Grateful For The Weird • GLOWsutra Psychedelic Oh My Oh Why Cello INDIE,https://soundcloud.com/bananasutra/09-grateful-for-the-weird-glowsutra-psychedelic-oh-my-oh-why-cello-indie-9,Grateful For The Weird ☺︎ GLOWsutra (Rainbows In The Clouds) EPx9,https://soundcloud.com/bananasutra/sets/grateful-for-the-weird-glowsutra-epx9,2099,15,0.714626,GLOWsutra,INDIE,MANTRA,4,"GLOWsutra : RAINBOWS (in my clouds), GLOWsutra where gratitude feeds, INDIEsutra, INDIEsutra (Best Of)",track genres include MANTRA but missing from genre (all) playlist
genre_all,2084,DUBsutra,https://soundcloud.com/bananasutra/sets/dubsutra,genre (all),,DUB,,2313584624,[19] The Sound Of Logic • KNOWsutra Psychedelick Storyteller Dub LOFI,https://soundcloud.com/bananasutra/19-the-sound-of-logic-knowsutra-psychedelick-storyteller-dub-lofi-19,The Sound Of Logic • KNOWsutra Psychedelick LoFi DUB EPx27,https://soundcloud.com/bananasutra/sets/the-sound-of-logic-knowsutra-dub-epx27,2084,15,0.719770,KNOWsutra,LOFI,DUB,2,"KNOWsutra where questions matter, LOFIsutra (Best Of)",track genres include DUB but missing from genre (all) playlist
genre_all,2084,LOFIsutra,https://soundcloud.com/bananasutra/sets/lofisutra,genre (all),,LOFI,,2313584624,[19] The Sound Of Logic • KNOWsutra Psychedelick Storyteller Dub LOFI,https://soundcloud.com/bananasutra/19-the-sound-of-logic-knowsutra-psychedelick-storyteller-dub-lofi-19,The Sound Of Logic • KNOWsutra Psychedelick LoFi DUB EPx27,https://soundcloud.com/bananasutra/sets/the-sound-of-logic-knowsutra-dub-epx27,2084,15,0.719770,KNOWsutra,LOFI,DUB,2,"KNOWsutra where questions matter, LOFIsutra (Best Of)",track genres include LOFI but missing from genre (all) playlist
genre_all,2080,JAZZsutra,https://soundcloud.com/bananasutra/sets/jazzsutra,genre (all),,JAZZ,,1939621334,Nietzsche’s Gift V.3 • LOFI Jazzz • sutraKNOW,https://soundcloud.com/bananasutra/nietzsches-gift-lofi-v-3,Muddy Waters EP,https://soundcloud.com/bananasutra/sets/muddy-waters-ep,2080,28,1.346154,BLOWsutra,LOFI,JAZZ,4,"BLOWsutra : EGO (gone loco), KNOWsutra where questions matter, LOFIsutra, LOFIsutra (Best Of)",track genres include JAZZ but missing from genre (all) playlist
sutra_all,2080,BLOWsutra,https://soundcloud.com/bananasutra/sets/sutrablow,sutra (all),,,BLOWsutra,1939621334,Nietzsche’s Gift V.3 • LOFI Jazzz • sutraKNOW,https://soundcloud.com/bananasutra/nietzsches-gift-lofi-v-3,Muddy Waters EP,https://soundcloud.com/bananasutra/sets/muddy-waters-ep,2080,28,1.346154,BLOWsutra,LOFI,JAZZ,4,"BLOWsutra : EGO (gone loco), KNOWsutra where questions matter, LOFIsutra, LOFIsutra (Best Of)",track sutra=BLOWsutra but missing from sutra (all) playlist
genre_all,2072,JAZZsutra,https://soundcloud.com/bananasutra/sets/jazzsutra,genre (all),,JAZZ,,2182601131,"[01] So, What Is Racism? KNOWsutra She Wanna Know Jazzy LoFi DUB",https://soundcloud.com/bananasutra/01-so-what-is-racism-knowsutra-she-wanna-know-jazzy-lofi-dub-1,So · What Is Racism? KNOWsutra Gone Banana EPx17,https://soundcloud.com/bananasutra/sets/so-what-is-racism-knowsutra-gone-banana-epx17,2072,29,1.399614,KNOWsutra,DUB,JAZZ,4,"DUBsutra, DUBsutra (Best Of), KNOWsutra : but(t) WHY, KNOWsutra where questions matter",track genres include JAZZ but missing from genre (all) playlist
sutra_songbook,2072,SHOWsutra : B.J. (is for Banana Jesters),https://soundcloud.com/bananasutra/sets/showsutra-b-j-is-for-banana,sutra,G-03-BJ,,SHOWsutra,2182601131,"[01] So, What Is Racism? KNOWsutra She Wanna Know Jazzy LoFi DUB",https://soundcloud.com/bananasutra/01-so-what-is-racism-knowsutra-she-wanna-know-jazzy-lofi-dub-1,So · What Is Racism? KNOWsutra Gone Banana EPx17,https://soundcloud.com/bananasutra/sets/so-what-is-racism-knowsutra-gone-banana-epx17,2072,29,1.399614,KNOWsutra,DUB,JAZZ,4,"DUBsutra, DUBsutra (Best Of), KNOWsutra : but(t) WHY, KNOWsutra where questions matter",theme: banana
genre_all,2042,MANTRAsutra,https://soundcloud.com/bananasutra/sets/mantrasutra,genre (all),,MANTRA,,2236683362,"[04] Seminal Bollocks - GROWsutra (God, Etc) French Accordion Psychedelia BURLESQUE",https://soundcloud.com/bananasutra/04-seminal-bollocks-growsutra-god-etc-french-accordion-psychedelia-burlesque-4,Seminal Bollocks - Merry Psychedelic GROWsutra (God Etc.) EPx10,https://soundcloud.com/bananasutra/sets/seminal-bollocks-merry-psychedelic-growsutra-god-etc-epx10,2042,10,0.489716,GROWsutra,BURLESQUE,MANTRA,3,"BURLESQUEsutra, BURLESQUEsutra (Best Of), GROWsutra where we be brave",track genres include MANTRA but missing from genre (all) playlist
sutra_songbook,2042,GROWsutra : GOD (etc),https://soundcloud.com/bananasutra/sets/growsutra-god-etc,sutra,G-04-GOD,,GROWsutra,2236683362,"[04] Seminal Bollocks - GROWsutra (God, Etc) French Accordion Psychedelia BURLESQUE",https://soundcloud.com/bananasutra/04-seminal-bollocks-growsutra-god-etc-french-accordion-psychedelia-burlesque-4,Seminal Bollocks - Merry Psychedelic GROWsutra (God Etc.) EPx10,https://soundcloud.com/bananasutra/sets/seminal-bollocks-merry-psychedelic-growsutra-god-etc-epx10,2042,10,0.489716,GROWsutra,BURLESQUE,MANTRA,3,"BURLESQUEsutra, BURLESQUEsutra (Best Of), GROWsutra where we be brave","theme: god etc, seminal bollocks; ep_sibling: 2 track(s) from same EP already in songbook"
sutra_songbook,2042,OUI OUI : Pardon (my French),https://soundcloud.com/bananasutra/sets/oui-oui-pardon-my-french,sutra,G-lang-FR,,,2236683362,"[04] Seminal Bollocks - GROWsutra (God, Etc) French Accordion Psychedelia BURLESQUE",https://soundcloud.com/bananasutra/04-seminal-bollocks-growsutra-god-etc-french-accordion-psychedelia-burlesque-4,Seminal Bollocks - Merry Psychedelic GROWsutra (God Etc.) EPx10,https://soundcloud.com/bananasutra/sets/seminal-bollocks-merry-psychedelic-growsutra-god-etc-epx10,2042,10,0.489716,GROWsutra,BURLESQUE,MANTRA,3,"BURLESQUEsutra, BURLESQUEsutra (Best Of), GROWsutra where we be brave",theme: french
genre_all,2037,INDIEsutra,https://soundcloud.com/bananasutra/sets/indiesutra-2,genre (all),,INDIE,,2178859271,[13] L'Embobinage (d'après Carl Sagan) • French GROWsutra World Peace Miss Cheeky DUB,https://soundcloud.com/bananasutra/13-lembobinage-dapres-carl-sagan-french-growsutra-world-peace-miss-cheeky-dub-13,L'Embobinage (d'après Carl Sagan) • French GROWsutra EPx17,https://soundcloud.com/bananasutra/sets/lembobinage-dapres-carl-sagan-french-growsutra-epx17,2037,17,0.834561,BLOWsutra,DUB,INDIE,5,"DUBsutra, DUBsutra (Best Of), FRENCHsutra oui oui · sacrebleu, GROWsutra where we be brave, OUI OUI : Pardon (my French)",track genres include INDIE but missing from genre (all) playlist
sutra_all,2037,BLOWsutra,https://soundcloud.com/bananasutra/sets/sutrablow,sutra (all),,,BLOWsutra,2178859271,[13] L'Embobinage (d'après Carl Sagan) • French GROWsutra World Peace Miss Cheeky DUB,https://soundcloud.com/bananasutra/13-lembobinage-dapres-carl-sagan-french-growsutra-world-peace-miss-cheeky-dub-13,L'Embobinage (d'après Carl Sagan) • French GROWsutra EPx17,https://soundcloud.com/bananasutra/sets/lembobinage-dapres-carl-sagan-french-growsutra-epx17,2037,17,0.834561,BLOWsutra,DUB,INDIE,5,"DUBsutra, DUBsutra (Best Of), FRENCHsutra oui oui · sacrebleu, GROWsutra where we be brave, OUI OUI : Pardon (my French)",track sutra=BLOWsutra but missing from sutra (all) playlist
sutra_songbook,2037,BLOWsutra : CENSOR(ed),https://soundcloud.com/bananasutra/sets/blowsutra-censor-ed,sutra,G-02-CENS,,BLOWsutra,2178859271,[13] L'Embobinage (d'après Carl Sagan) • French GROWsutra World Peace Miss Cheeky DUB,https://soundcloud.com/bananasutra/13-lembobinage-dapres-carl-sagan-french-growsutra-world-peace-miss-cheeky-dub-13,L'Embobinage (d'après Carl Sagan) • French GROWsutra EPx17,https://soundcloud.com/bananasutra/sets/lembobinage-dapres-carl-sagan-french-growsutra-epx17,2037,17,0.834561,BLOWsutra,DUB,INDIE,5,"DUBsutra, DUBsutra (Best Of), FRENCHsutra oui oui · sacrebleu, GROWsutra where we be brave, OUI OUI : Pardon (my French)",ep_sibling: 1 track(s) from same EP already in songbook
sutra_songbook,2037,KNOWsutra : PEACE (not War),https://soundcloud.com/bananasutra/sets/knowsutra-peace-not-war,sutra,G-01-PEAC,,KNOWsutra,2178859271,[13] L'Embobinage (d'après Carl Sagan) • French GROWsutra World Peace Miss Cheeky DUB,https://soundcloud.com/bananasutra/13-lembobinage-dapres-carl-sagan-french-growsutra-world-peace-miss-cheeky-dub-13,L'Embobinage (d'après Carl Sagan) • French GROWsutra EPx17,https://soundcloud.com/bananasutra/sets/lembobinage-dapres-carl-sagan-french-growsutra-epx17,2037,17,0.834561,BLOWsutra,DUB,INDIE,5,"DUBsutra, DUBsutra (Best Of), FRENCHsutra oui oui · sacrebleu, GROWsutra where we be brave, OUI OUI : Pardon (my French)",theme: peace
genre_all,2036,BLUESsutra,https://soundcloud.com/bananasutra/sets/bluessutra,genre (all),,BLUES,,2349579422,[02] Blessed Be Your Voice • GROWsutra NeoSoul Rhythm & Blues Piano INDIE,https://soundcloud.com/bananasutra/02-blessed-be-your-voice-growsutra-neosoul-rhythm-blues-piano-indie-2,Blessed Be Your Voice ⭐︎ GROWsutra Vol. 02 EPx19,https://soundcloud.com/bananasutra/sets/blessed-be-your-voice-growsutra-epx19,2036,23,1.129666,GROWsutra,INDIE,BLUES,1,GROWsutra where we be brave,track genres include BLUES but missing from genre (all) playlist
genre_all,2036,INDIEsutra,https://soundcloud.com/bananasutra/sets/indiesutra-2,genre (all),,INDIE,,2349579422,[02] Blessed Be Your Voice • GROWsutra NeoSoul Rhythm & Blues Piano INDIE,https://soundcloud.com/bananasutra/02-blessed-be-your-voice-growsutra-neosoul-rhythm-blues-piano-indie-2,Blessed Be Your Voice ⭐︎ GROWsutra Vol. 02 EPx19,https://soundcloud.com/bananasutra/sets/blessed-be-your-voice-growsutra-epx19,2036,23,1.129666,GROWsutra,INDIE,BLUES,1,GROWsutra where we be brave,track genres include INDIE but missing from genre (all) playlist
genre_best_of,2036,INDIEsutra (Best Of),https://soundcloud.com/bananasutra/sets/indiesutra-best-of,genre (best of),G-00-INDI,INDIE,,2349579422,[02] Blessed Be Your Voice • GROWsutra NeoSoul Rhythm & Blues Piano INDIE,https://soundcloud.com/bananasutra/02-blessed-be-your-voice-growsutra-neosoul-rhythm-blues-piano-indie-2,Blessed Be Your Voice ⭐︎ GROWsutra Vol. 02 EPx19,https://soundcloud.com/bananasutra/sets/blessed-be-your-voice-growsutra-epx19,2036,23,1.129666,GROWsutra,INDIE,BLUES,1,GROWsutra where we be brave,primary genre INDIE + play≥300/like≥5 but missing from Best Of playlist
sutra_songbook,2036,GROWsutra : DARE (to care),https://soundcloud.com/bananasutra/sets/growsutra-dare-to-care,sutra,G-04-DARE,,GROWsutra,2349579422,[02] Blessed Be Your Voice • GROWsutra NeoSoul Rhythm & Blues Piano INDIE,https://soundcloud.com/bananasutra/02-blessed-be-your-voice-growsutra-neosoul-rhythm-blues-piano-indie-2,Blessed Be Your Voice ⭐︎ GROWsutra Vol. 02 EPx19,https://soundcloud.com/bananasutra/sets/blessed-be-your-voice-growsutra-epx19,2036,23,1.129666,GROWsutra,INDIE,BLUES,1,GROWsutra where we be brave,ep_sibling: 1 track(s) from same EP already in songbook
sutra_songbook,2035,GROWsutra : GOD (etc),https://soundcloud.com/bananasutra/sets/growsutra-god-etc,sutra,G-04-GOD,,GROWsutra,2241210071,"[06] Sing Your Own Gospel • GROWsutra (God, Etc.) Gipsy Bass JAZZ",https://soundcloud.com/bananasutra/06-sing-your-own-gospel-growsutra-god-etc-gipsy-bass-jazz-6,Sing Your Own Gospel • Vol. 2 EPx7 • GROWsutra (God · Etc) Revolutionary Gipsy JAZZ,https://soundcloud.com/bananasutra/sets/sing-your-own-gospel-vol-2-epx7-growsutra-god-etc-revolutionary-gipsy-jazz,2035,11,0.540541,GROWsutra,JAZZ,GIPSY,3,"GROWsutra where we be brave, JAZZsutra, JAZZsutra (Best Of)","theme: god etc, sing your own gospel; ep_sibling: 2 track(s) from same EP already in songbook"
genre_all,2026,BURLESQUEsutra,https://soundcloud.com/bananasutra/sets/burlesquesutra,genre (all),,BURLESQUE,,2248438631,Side A [02] Dare to Care (This Issue is Real) - BLOWsutra Revolt Now Dubby Bluesy Burlesque JAZZ,https://soundcloud.com/bananasutra/side-a-02-dare-to-care-this-issue-is-real-blowsutra-revolt-now-dubby-bluesy-burlesque-jazz-2,Bloom Past Doom - Vol. 2 · 2 songs EPx7 - BLOWsutra (Revolution Ring Series) Fusion Jazz,https://soundcloud.com/bananasutra/sets/bloom-past-doom-vol-2-2-songs-epx7-blowsutra-revolution-ring-series-fusion-jazz,2026,14,0.691017,BLOWsutra,JAZZ,BURLESQUE,3,"BLOWsutra, JAZZsutra, JAZZsutra (Best Of)",track genres include BURLESQUE but missing from genre (all) playlist
sutra_songbook,2026,BLOWsutra : APES (gone wrong),https://soundcloud.com/bananasutra/sets/blowsutra-apes-gone-wrong,sutra,G-02-APES,,BLOWsutra,2248438631,Side A [02] Dare to Care (This Issue is Real) - BLOWsutra Revolt Now Dubby Bluesy Burlesque JAZZ,https://soundcloud.com/bananasutra/side-a-02-dare-to-care-this-issue-is-real-blowsutra-revolt-now-dubby-bluesy-burlesque-jazz-2,Bloom Past Doom - Vol. 2 · 2 songs EPx7 - BLOWsutra (Revolution Ring Series) Fusion Jazz,https://soundcloud.com/bananasutra/sets/bloom-past-doom-vol-2-2-songs-epx7-blowsutra-revolution-ring-series-fusion-jazz,2026,14,0.691017,BLOWsutra,JAZZ,BURLESQUE,3,"BLOWsutra, JAZZsutra, JAZZsutra (Best Of)",theme: bloom past doom
